Rule,Lift_Leave,Lift_Stay,Lift_Gap,Direction
"Department_Research & Development, JobRole_Research Scientist, MaritalStatus_Married, MonthlyIncome_Low_Income",1.0,1.0443467404874343,-0.044346740487434255,Trung tính
"Age_Middle-Aged, Department_Research & Development, DistanceFromHome_Near, MonthlyIncome_Low_Income",1.0,1.0443467404874343,-0.044346740487434255,Trung tính
"Age_Middle-Aged, DistanceFromHome_Near, JobSatisfaction_Low_Satisfaction, TotalWorkingYears_Mid-Level",1.0,1.0443467404874343,-0.044346740487434255,Trung tính
"MaritalStatus_Married, WorkLifeBalance_3, YearsAtCompany_Short_Tenure",1.0,1.0445115546218489,-0.04451155462184886,Trung tính
"Department_Research & Development, MaritalStatus_Married, YearsAtCompany_Short_Tenure",1.0,1.0449646971386104,-0.0449646971386104,Trung tính
"EnvironmentSatisfaction_2, JobSatisfaction_Low_Satisfaction",1.0,1.0453491741524197,-0.04534917415241968,Trung tính
"Age_Middle-Aged, MaritalStatus_Single, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.045586376143378,-0.045586376143377905,Trung tính
"Department_Research & Development, JobSatisfaction_High_Satisfaction, OverTime_No, TotalWorkingYears_Junior",1.0,1.0457129711788098,-0.04571297117880979,Trung tính
"Department_Research & Development, TotalWorkingYears_Mid-Level, WorkLifeBalance_2, YearsAtCompany_Mid_Tenure",1.0,1.0457129711788098,-0.04571297117880979,Trung tính
"Age_Middle-Aged, Department_Research & Development, JobSatisfaction_Low_Satisfaction, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.0457129711788098,-0.04571297117880979,Trung tính
"Age_Middle-Aged, DistanceFromHome_Far, JobSatisfaction_High_Satisfaction",1.0,1.0458365164247518,-0.04583651642475184,Trung tính
"DistanceFromHome_Medium, EnvironmentSatisfaction_2",1.0,1.0458365164247518,-0.04583651642475184,Trung tính
"DistanceFromHome_Medium, JobSatisfaction_Low_Satisfaction, OverTime_No",1.0,1.0458428373361959,-0.045842837336195874,Trung tính
"Department_Sales, DistanceFromHome_Medium, JobRole_Sales Executive, OverTime_No",1.0,1.0459831812488818,-0.04598318124888179,Trung tính
"Age_Middle-Aged, WorkLifeBalance_2, YearsAtCompany_Mid_Tenure",1.0,1.0459831812488818,-0.04598318124888179,Trung tính
"DistanceFromHome_Near, EnvironmentSatisfaction_3, JobSatisfaction_High_Satisfaction",1.0,1.0465588461807744,-0.04655884618077444,Trung tính
"JobSatisfaction_Low_Satisfaction, MaritalStatus_Married, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.0465588461807744,-0.04655884618077444,Trung tính
"Department_Research & Development, MaritalStatus_Married, MonthlyIncome_Low_Income, WorkLifeBalance_3",1.0,1.0475836562793084,-0.047583656279308384,Trung tính
"Department_Sales, JobRole_Sales Executive, MaritalStatus_Married, WorkLifeBalance_3",1.0,1.0475836562793084,-0.047583656279308384,Trung tính
"Department_Research & Development, JobSatisfaction_Low_Satisfaction, MonthlyIncome_Mid_Income",1.0,1.0481898968211367,-0.048189896821136724,Trung tính
"Department_Research & Development, DistanceFromHome_Near, YearsAtCompany_Short_Tenure",1.0,1.0485829959514172,-0.04858299595141724,Trung tính
"Department_Research & Development, DistanceFromHome_Medium, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.0486312399355877,-0.04863123993558771,Trung tính
"Department_Research & Development, DistanceFromHome_Near, MonthlyIncome_Low_Income, OverTime_No",1.0,1.048631239935588,-0.04863123993558793,Trung tính
"Department_Research & Development, EnvironmentSatisfaction_4, JobSatisfaction_Low_Satisfaction",1.0,1.048631239935588,-0.04863123993558793,Trung tính
"MonthlyIncome_High_Income, WorkLifeBalance_2",1.0,1.0490386335796964,-0.0490386335796964,Trung tính
"Age_Middle-Aged, JobSatisfaction_High_Satisfaction, MaritalStatus_Married, MonthlyIncome_Mid_Income",1.0,1.0491493383742911,-0.04914933837429114,Trung tính
"Department_Research & Development, EnvironmentSatisfaction_3, MonthlyIncome_Low_Income, OverTime_No",1.0,1.0491493383742911,-0.04914933837429114,Trung tính
"Department_Sales, JobRole_Sales Executive, JobSatisfaction_High_Satisfaction, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.0491493383742911,-0.04914933837429114,Trung tính
"Department_Sales, JobSatisfaction_High_Satisfaction, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.0491493383742911,-0.04914933837429114,Trung tính
"DistanceFromHome_Near, JobSatisfaction_Low_Satisfaction, WorkLifeBalance_3",1.0,1.0493697478991597,-0.04936974789915971,Trung tính
"Age_Middle-Aged, EnvironmentSatisfaction_4, MaritalStatus_Married",1.0,1.0495058281256926,-0.0495058281256926,Trung tính
"Department_Research & Development, JobSatisfaction_High_Satisfaction, MonthlyIncome_Low_Income, OverTime_No, YearsAtCompany_Short_Tenure",1.0,1.0497661222298904,-0.04976612222989041,Trung tính
"Department_Sales, DistanceFromHome_Near, JobRole_Sales Executive, WorkLifeBalance_3",1.0,1.0497661222298904,-0.04976612222989041,Trung tính
"Age_Middle-Aged, JobSatisfaction_Low_Satisfaction, MonthlyIncome_Mid_Income, TotalWorkingYears_Mid-Level",1.0,1.0497661222298904,-0.04976612222989041,Trung tính
"Age_Middle-Aged, Department_Research & Development, JobRole_Research Scientist, WorkLifeBalance_3",1.0,1.0500470336888763,-0.05004703368887631,Trung tính
"DistanceFromHome_Medium, EnvironmentSatisfaction_3, WorkLifeBalance_3",1.0,1.0500470336888763,-0.05004703368887631,Trung tính
"DistanceFromHome_Medium, EnvironmentSatisfaction_4, WorkLifeBalance_3",1.0,1.0500470336888763,-0.05004703368887631,Trung tính
"DistanceFromHome_Near, JobSatisfaction_High_Satisfaction, MonthlyIncome_Low_Income, OverTime_No",1.0,1.0506813498865861,-0.050681349886586124,Trung tính
"DistanceFromHome_Near, OverTime_No, WorkLifeBalance_3, YearsAtCompany_Short_Tenure",1.0,1.0506813498865861,-0.050681349886586124,Trung tính
"Age_Senior, Department_Research & Development, YearsAtCompany_Mid_Tenure",1.0,1.0506813498865861,-0.050681349886586124,Trung tính
"Age_Senior, MaritalStatus_Married, MonthlyIncome_High_Income",1.0,1.0506813498865861,-0.050681349886586124,Trung tính
"Age_Senior, JobSatisfaction_Low_Satisfaction",1.0,1.0507978334065289,-0.05079783340652888,Trung tính
"Age_Middle-Aged, Department_Research & Development, DistanceFromHome_Near, JobSatisfaction_Low_Satisfaction",1.0,1.0514350667803354,-0.05143506678033538,Trung tính
"Age_Middle-Aged, DistanceFromHome_Medium, JobSatisfaction_High_Satisfaction, MaritalStatus_Married",1.0,1.0514350667803354,-0.05143506678033538,Trung tính
"Age_Senior, JobSatisfaction_High_Satisfaction, MaritalStatus_Married",1.0,1.0514350667803354,-0.05143506678033538,Trung tính
"EnvironmentSatisfaction_2, MonthlyIncome_Mid_Income",1.0,1.0514350667803354,-0.05143506678033538,Trung tính
"Age_Middle-Aged, Department_Research & Development, JobSatisfaction_Low_Satisfaction, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.0514350667803354,-0.05143506678033538,Trung tính
"JobSatisfaction_High_Satisfaction, MaritalStatus_Married, WorkLifeBalance_2",1.0,1.0514350667803354,-0.05143506678033538,Trung tính
"Department_Sales, DistanceFromHome_Near, YearsAtCompany_Mid_Tenure",1.0,1.0521807654092576,-0.052180765409257646,Trung tính
"DistanceFromHome_Medium, MaritalStatus_Married, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.0521807654092576,-0.052180765409257646,Trung tính
"Age_Senior, EnvironmentSatisfaction_4",1.0,1.0521807654092576,-0.052180765409257646,Trung tính
"EnvironmentSatisfaction_3, YearsAtCompany_Short_Tenure",1.0,1.0522169380794544,-0.05221693807945438,Trung tính
"Age_Young, MaritalStatus_Married",1.0,1.0525506477530464,-0.05255064775304641,Trung tính
"Department_Research & Development, DistanceFromHome_Medium, JobSatisfaction_High_Satisfaction, WorkLifeBalance_3",1.0,1.052736055051942,-0.05273605505194201,Trung tính
"JobSatisfaction_Low_Satisfaction, MaritalStatus_Divorced, WorkLifeBalance_3",1.0,1.0530651986668165,-0.05306519866681647,Trung tính
"Age_Middle-Aged, Department_Research & Development, DistanceFromHome_Medium, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.0530651986668165,-0.05306519866681647,Trung tính
"Department_Research & Development, DistanceFromHome_Near, JobSatisfaction_Low_Satisfaction, YearsAtCompany_Mid_Tenure",1.0,1.0530651986668165,-0.05306519866681647,Trung tính
"DistanceFromHome_Far, MaritalStatus_Married, YearsAtCompany_Mid_Tenure",1.0,1.0530651986668165,-0.05306519866681647,Trung tính
"DistanceFromHome_Near, WorkLifeBalance_3, YearsAtCompany_Short_Tenure",1.0,1.0535453850961873,-0.05354538509618734,Trung tính
"Department_Research & Development, JobSatisfaction_Low_Satisfaction, MaritalStatus_Married, YearsAtCompany_Mid_Tenure",1.0,1.0536486142893466,-0.05364861428934664,Trung tính
"DistanceFromHome_Medium, EnvironmentSatisfaction_3, JobSatisfaction_High_Satisfaction",1.0,1.0536486142893466,-0.05364861428934664,Trung tính
"JobSatisfaction_High_Satisfaction, MaritalStatus_Married, YearsAtCompany_Short_Tenure",1.0,1.0536570743405276,-0.05365707434052758,Trung tính
"Department_Research & Development, JobRole_Laboratory Technician, MaritalStatus_Married",1.0,1.0539809143996581,-0.05398091439965813,Trung tính
"JobSatisfaction_High_Satisfaction, WorkLifeBalance_2, YearsAtCompany_Mid_Tenure",1.0,1.0539809143996581,-0.05398091439965813,Trung tính
"Age_Middle-Aged, JobSatisfaction_Low_Satisfaction, OverTime_No, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.054131054131054,-0.05413105413105401,Trung tính
"JobSatisfaction_High_Satisfaction, TotalWorkingYears_Mid-Level, WorkLifeBalance_2",1.0,1.0544391669711364,-0.05443916697113638,Trung tính
"Age_Middle-Aged, MonthlyIncome_Low_Income, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.0546578562570568,-0.05465785625705677,Trung tính
"JobSatisfaction_High_Satisfaction, MaritalStatus_Married, MonthlyIncome_High_Income, OverTime_No",1.0,1.0554405337014032,-0.05544053370140323,Trung tính
"EnvironmentSatisfaction_4, JobSatisfaction_High_Satisfaction, MonthlyIncome_Mid_Income",1.0,1.0554405337014032,-0.05544053370140323,Trung tính
"Department_Research & Development, DistanceFromHome_Far, JobSatisfaction_High_Satisfaction",1.0,1.0557717250324257,-0.05577172503242567,Trung tính
"EnvironmentSatisfaction_2, JobSatisfaction_Low_Satisfaction, OverTime_No",1.0,1.0562143170838822,-0.05621431708388225,Trung tính
"Department_Sales, MaritalStatus_Married, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.0562143170838822,-0.05621431708388225,Trung tính
"MaritalStatus_Married, TotalWorkingYears_Mid-Level, WorkLifeBalance_2",1.0,1.0562143170838822,-0.05621431708388225,Trung tính
"JobSatisfaction_Low_Satisfaction, MonthlyIncome_Mid_Income, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.0562143170838822,-0.05621431708388225,Trung tính
"DistanceFromHome_Medium, EnvironmentSatisfaction_3, TotalWorkingYears_Mid-Level",1.0,1.0562143170838822,-0.05621431708388225,Trung tính
"Department_Sales, JobSatisfaction_High_Satisfaction, MaritalStatus_Married, OverTime_No",1.0,1.057735801262914,-0.05773580126291411,Trung tính
"Age_Middle-Aged, DistanceFromHome_Near, JobSatisfaction_Low_Satisfaction, WorkLifeBalance_3",1.0,1.057735801262914,-0.05773580126291411,Trung tính
"EnvironmentSatisfaction_2, JobSatisfaction_High_Satisfaction, MaritalStatus_Married",1.0,1.057735801262914,-0.05773580126291411,Trung tính
"Department_Research & Development, JobSatisfaction_Low_Satisfaction, MaritalStatus_Married, WorkLifeBalance_3",1.0,1.0578724243320516,-0.05787242433205164,Trung tính
"EnvironmentSatisfaction_4, MonthlyIncome_Low_Income, OverTime_No",1.0,1.0578724243320516,-0.05787242433205164,Trung tính
"Age_Middle-Aged, Department_Research & Development, WorkLifeBalance_3, YearsAtCompany_Short_Tenure",1.0,1.0578724243320516,-0.05787242433205164,Trung tính
"Department_Research & Development, EnvironmentSatisfaction_4, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.0580820700760731,-0.05808207007607313,Trung tính
"DistanceFromHome_Far, MonthlyIncome_Mid_Income",1.0,1.0587510866415533,-0.05875108664155326,Trung tính
"JobSatisfaction_Low_Satisfaction, MaritalStatus_Married, MonthlyIncome_High_Income",1.0,1.0592234746824118,-0.05922347468241185,Trung tính
"Department_Research & Development, DistanceFromHome_Medium, JobSatisfaction_High_Satisfaction, TotalWorkingYears_Mid-Level",1.0,1.0592234746824118,-0.05922347468241185,Trung tính
"Department_Research & Development, DistanceFromHome_Medium, JobSatisfaction_High_Satisfaction, MaritalStatus_Married",1.0,1.0592234746824118,-0.05922347468241185,Trung tính
"Age_Middle-Aged, DistanceFromHome_Medium, MaritalStatus_Married, TotalWorkingYears_Mid-Level",1.0,1.0592234746824118,-0.05922347468241185,Trung tính
"MonthlyIncome_High_Income, TotalWorkingYears_Mid-Level, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.059223474682412,-0.05922347468241207,Trung tính
"JobSatisfaction_High_Satisfaction, TotalWorkingYears_Junior, WorkLifeBalance_3",1.0,1.0599694423223835,-0.05996944232238355,Trung tính
"Age_Middle-Aged, MaritalStatus_Single, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.0599694423223835,-0.05996944232238355,Trung tính
"DistanceFromHome_Far, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.0599694423223835,-0.05996944232238355,Trung tính
"Age_Middle-Aged, Department_Research & Development, JobSatisfaction_Low_Satisfaction, YearsAtCompany_Mid_Tenure",1.0,1.0599694423223835,-0.05996944232238355,Trung tính
"Department_Research & Development, EnvironmentSatisfaction_3, JobSatisfaction_High_Satisfaction, WorkLifeBalance_3",1.0,1.0604381805020018,-0.06043818050200178,Trung tính
"Age_Middle-Aged, DistanceFromHome_Medium, JobSatisfaction_High_Satisfaction, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.0606784519827999,-0.060678451982799864,Trung tính
"Department_Research & Development, DistanceFromHome_Medium, OverTime_No, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.0606784519827999,-0.060678451982799864,Trung tính
"Age_Middle-Aged, Department_Research & Development, DistanceFromHome_Medium, MaritalStatus_Married",1.0,1.0606784519827999,-0.060678451982799864,Trung tính
"Department_Sales, JobRole_Sales Executive, MaritalStatus_Married, YearsAtCompany_Mid_Tenure",1.0,1.0606784519827999,-0.060678451982799864,Trung tính
"Age_Middle-Aged, Department_Research & Development, JobSatisfaction_Low_Satisfaction, TotalWorkingYears_Mid-Level",1.0,1.06109110310791,-0.061091103107909994,Trung tính
"Age_Middle-Aged, JobSatisfaction_High_Satisfaction, MonthlyIncome_Mid_Income, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.0616308007612356,-0.061630800761235616,Trung tính
"Department_Research & Development, MaritalStatus_Married, WorkLifeBalance_2",1.0,1.0616308007612356,-0.061630800761235616,Trung tính
"Age_Middle-Aged, Department_Research & Development, JobRole_Laboratory Technician, OverTime_No",1.0,1.0616308007612356,-0.061630800761235616,Trung tính
"Age_Middle-Aged, DistanceFromHome_Medium, OverTime_No, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.0618453149662794,-0.06184531496627943,Trung tính
"Department_Research & Development, DistanceFromHome_Medium, MonthlyIncome_Mid_Income",1.0,1.0618453149662794,-0.06184531496627943,Trung tính
"Age_Middle-Aged, MonthlyIncome_High_Income, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.0618453149662794,-0.06184531496627943,Trung tính
"EnvironmentSatisfaction_4, MonthlyIncome_Mid_Income, YearsAtCompany_Mid_Tenure",1.0,1.0618453149662794,-0.06184531496627943,Trung tính
"Department_Research & Development, EnvironmentSatisfaction_3, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.0621017993418749,-0.062101799341874875,Trung tính
"Department_Research & Development, EnvironmentSatisfaction_2, MaritalStatus_Married",1.0,1.0621017993418749,-0.062101799341874875,Trung tính
"Age_Senior, Department_Research & Development, MaritalStatus_Married",1.0,1.0621017993418749,-0.062101799341874875,Trung tính
"Department_Research & Development, JobRole_Laboratory Technician, MonthlyIncome_Low_Income, OverTime_No, WorkLifeBalance_3",1.0,1.0624139068350698,-0.062413906835069755,Trung tính
"Age_Middle-Aged, JobSatisfaction_High_Satisfaction, MonthlyIncome_Low_Income, TotalWorkingYears_Mid-Level",1.0,1.0624139068350698,-0.062413906835069755,Trung tính
"Department_Research & Development, JobRole_Laboratory Technician, MonthlyIncome_Low_Income",1.0,1.0625272859568275,-0.06252728595682755,Trung tính
"JobSatisfaction_Low_Satisfaction, MaritalStatus_Married, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.0631176786334502,-0.06311767863345019,Trung tính
"EnvironmentSatisfaction_3, JobSatisfaction_High_Satisfaction, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.063494537080325,-0.06349453708032504,Trung tính
"MaritalStatus_Married, OverTime_No, YearsAtCompany_Long_Tenure",1.0,1.063494537080325,-0.06349453708032504,Trung tính
"DistanceFromHome_Near, JobSatisfaction_Low_Satisfaction, OverTime_No, WorkLifeBalance_3",1.0,1.063600431189364,-0.06360043118936409,Trung tính
"Department_Research & Development, JobRole_Laboratory Technician, OverTime_No, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.0639521509086727,-0.06395215090867268,Trung tính
"Age_Young, MaritalStatus_Married, OverTime_No",1.0,1.0639521509086727,-0.06395215090867268,Trung tính
"DistanceFromHome_Near, TotalWorkingYears_Senior-Level, WorkLifeBalance_3",1.0,1.0639521509086727,-0.06395215090867268,Trung tính
"DistanceFromHome_Far, MaritalStatus_Married, OverTime_No",1.0,1.0639521509086727,-0.06395215090867268,Trung tính
"Department_Research & Development, DistanceFromHome_Near, EnvironmentSatisfaction_3",1.0,1.0642770217944464,-0.06427702179444639,Trung tính
"EnvironmentSatisfaction_3, JobSatisfaction_High_Satisfaction, WorkLifeBalance_3",1.0,1.0643238372496016,-0.06432383724960156,Trung tính
"OverTime_No, TotalWorkingYears_Mid-Level, WorkLifeBalance_2, YearsAtCompany_Mid_Tenure",1.0,1.0643653362099965,-0.06436533620999652,Trung tính
"DistanceFromHome_Far, JobSatisfaction_High_Satisfaction, TotalWorkingYears_Mid-Level",1.0,1.0644257703081235,-0.06442577030812346,Trung tính
"JobSatisfaction_High_Satisfaction, MaritalStatus_Single, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.0644257703081235,-0.06442577030812346,Trung tính
